,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
687,Physical sciences,Marine Science,GY310,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
688,Hygiene and occupational health services,Environmental Health and Safety,GY313,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
689,Physical sciences,Earth and Ocean Sciences,GY314,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
690,Biological and related sciences,Biopharmaceutical Chemistry,GY318,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
691,Mathematics and statistics,Mathematical Science,GY319,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
692,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
693,Biological and related sciences,Genetics and Genomics,GY321,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
694,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
695,Engineering and engineering trades,Engineering (Undenominated),GY401,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
696,Architecture and construction,Civil Engineering,GY402,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
697,Engineering and engineering trades,Mechanical Engineering,GY405,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
698,Engineering and engineering trades,Electronic and Computer Engineering,GY406,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
699,Engineering and engineering trades,Biomedical Engineering,GY408,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
700,Architecture and construction,Project and Construction Management,GY410,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
701,Engineering and engineering trades,Energy Systems Engineering,GY413,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
702,Engineering and engineering trades,Electrical and Electronic Engineering,GY414,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
703,Health,"Medicine (five year/six year course, HPAT required)",GY501,,*,,,,,,8,"National University of Ireland, Galway",#,,,,,,,,,,,GY
704,Health,Occupational Therapy,GY502,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
705,Health,Speech and Language Therapy,GY503,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
706,Health,Podiatric Medicine,GY504,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
707,Health,General Nursing (Galway and Portiuncula),GY515,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
708,Health,Mental Health Nursing,GY516,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
709,Health,Midwifery,GY517,,,,,,,,8,"National University of Ireland, Galway",,,,,,,,,,,,GY
710,Business and administration,Accounting and Finance,ID001,,,,,,,,8,ICD Business School,,avp,,,,,,,,,,ID
711,Business and administration,Business Studies,ID002,,,,,,,,8,ICD Business School,,avp,,,,,,,,,,ID
712,Arts,"Art and Design (Common Entry, portfolio)",LC110,,,,,,,,8,Limerick Institute of Technology,#,,,,,,,,,,,LC
713,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,,,,,,,,8,Limerick Institute of Technology,#,,,,,,,,,,,LC
714,Education,Art and Design Teacher Education (portfolio),LC115,,,,,,,,8,Limerick Institute of Technology,#,,,,,,,,,,,LC
715,Business and administration,Digital Marketing,LC220,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
716,Business and administration,Accounting and Finance,LC221,,,,,,,,6,Limerick Institute of Technology,,,,,,,,,,,,LC
717,Business and administration,Marketing and Management,LC222,,,,,,,,6,Limerick Institute of Technology,,,,,,,,,,,,LC
718,Law,Law and Taxation,LC223,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
719,Business and administration,Accounting and Finance,LC224,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
720,Business and administration,Marketing and Management,LC225,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
721,Business and administration,Enterprise and Innovation,LC226,,,,,,,,8,Limerick Institute of Technology,,avp,,,,,,,,,,LC
722,Personal services,Sports Development and Coaching,LC228,,,,,,,,6,Limerick Institute of Technology,,,,,,,,,,,,LC
723,Information and Communication Technologies (ICTs),Business with Computing,LC230,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
724,Information and Communication Technologies (ICTs),Software Development,LC233,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
725,Information and Communication Technologies (ICTs),Interactive Digital Media,LC234,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
726,Information and Communication Technologies (ICTs),Internet Systems Development,LC235,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
727,Information and Communication Technologies (ICTs),Internet Systems Development,LC236,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
728,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,LC239,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
729,Architecture and construction,Construction Management,LC241,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
730,Architecture and construction,Property Valuation and Management,LC242,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
731,Architecture and construction,Quantity Surveying,LC243,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
732,Architecture and construction,Built Environment (Common Entry),LC248,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
733,Architecture and construction,Civil Engineering,LC251,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
734,Architecture and construction,Civil Engineering Management,LC252,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
735,Arts,Interior Design,LC257,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
736,Biological and related sciences,Applied Biology,LC260,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
737,Health,Clinical Technology,LC263,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
738,Physical sciences,Forensic and Pharmaceutical Sciences,LC265,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
739,Environment,Drug and Medicinal Product Analysis,LC266,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
740,Physical sciences,Forensic and Pharmaceutical Sciences,LC267,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
741,Health,Medical Technology,LC268,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
742,Arts,Music Technology and Production,LC270,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
743,Engineering and engineering trades,Electrical Engineering,LC271,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
744,Engineering and engineering trades,Electrical Engineering,LC275,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
745,Arts,Creative Broadcast and Film Production,LC276,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
746,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC277,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
747,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC278,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
748,Engineering and engineering trades,Electronic Engineering,LC279,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
749,Engineering and engineering trades,Automobile Technology,LC281,,,,,,,,6,Limerick Institute of Technology,,,,,,,,,,,,LC
750,Engineering and engineering trades,Precision Engineering,LC283,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
751,Engineering and engineering trades,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",LC284,,,,,,,,6,Limerick Institute of Technology,,,,,,,,,,,,LC
752,Engineering and engineering trades,Mechanical Engineering,LC285,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
753,Engineering and engineering trades,Road Transport Technology and Management,LC286,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
754,Engineering and engineering trades,Mechanical Engineering,LC288,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
755,Engineering and engineering trades,Precision Engineering,LC289,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
756,Personal services,Community Sport Development,LC290,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
757,Welfare,Social Care Work,LC292,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
758,Personal services,Business Studies with Travel and Tourism Management,LC293,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
759,Personal services,Business Studies with Event Management,LC294,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
760,Business and administration,Business Studies with Sports Management,LC295,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
761,Social and behavioural sciences,Community Development,LC297,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
762,Business and administration,Business,LC320,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
763,Information and Communication Technologies (ICTs),Business with Computing,LC330,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
764,Information and Communication Technologies (ICTs),Computing,LC336,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
765,Arts,Interior Design,LC340,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
766,Biological and related sciences,Biotechnology and Biopharmaceutical Sciences,LC362,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
767,Arts,Creative Broadcast and Film Production,LC371,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
768,Arts,Music Technology and Production,LC372,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
769,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC374,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
770,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC375,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
771,Engineering and engineering trades,Electronic Engineering,LC376,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
772,Transport services,Automotive Engineering and Transport Management,LC380,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
773,Personal services,Business Studies in Beauty and Spa Management,LC392,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
774,Welfare,Early Childhood Education and Care,LC393,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
775,Personal services,Culinary Arts,LC398,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
776,Personal services,Hospitality Supervision,LC399,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
777,Welfare,Early Childhood Education and Care,LC401,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
778,Welfare,Social Care Work,LC402,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
779,Environment,Environmental Science and Climate,LC408,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
780,Information and Communication Technologies (ICTs),Data Analytics and Cyber Security,LC414,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
781,Business and administration,Business,LC415,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
782,Business and administration,Business,LC416,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
783,Information and Communication Technologies (ICTs),Computing - Games Design and Development,LC418,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
784,Personal services,Sports Strength and Conditioning,LC422,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
785,Personal services,Sports Strength and Conditioning,LC423,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
786,Environment,Environmental Science,LC425,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
787,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Environmental Science and Agriculture,LC428,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
788,Welfare,Early Childhood Education and Care,LC432,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
789,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Environmental Science and Agriculture,LC434,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
790,Information and Communication Technologies (ICTs),Game Art and Design (portfolio),LC502,,,,,,,,8,Limerick Institute of Technology,#,,,,,,,,,,,LC
791,Information and Communication Technologies (ICTs),Creative Media and Design,LC504,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
792,Information and Communication Technologies (ICTs),Creative Media and Design,LC517,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
793,Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),LC518,,,,,,,,8,Limerick Institute of Technology,#,,,,,,,,,,,LC
794,Welfare,Social Care Work,LC602,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
795,Welfare,Early Childhood Education and Care,LC603,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
796,Business and administration,Business,LC605,,,,,,,,7,Limerick Institute of Technology,,,,,,,,,,,,LC
797,Welfare,Social Care Work,LC612,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
798,Welfare,Early Childhood Education and Care,LC613,,,,,,,,8,Limerick Institute of Technology,,,,,,,,,,,,LC
799,Humanities (except languages),Arts,LM002,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
800,Law,Law and Accounting,LM020,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
801,Arts,Performing Arts (audition required),LM026,,,,,,,,8,University of Limerick,#,,,,,,,,,,,LM
802,Law,Criminal Justice,LM028,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
803,Law,Law Plus,LM029,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
804,Social and behavioural sciences,Psychology and Sociology,LM038,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
805,Journalism and information,Journalism and Digital Communication,LM039,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
806,Humanities (except languages),European Studies,LM040,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
807,Languages,Applied Languages,LM044,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
808,Business and administration,Business Studies (options),LM050,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
809,Business and administration,International Business,LM056,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
810,Mathematics and statistics,Financial Mathematics,LM058,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
811,Information and Communication Technologies (ICTs),Technology Management,LM063,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
812,Manufacturing and processing,Food Science and Health,LM068,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
813,Manufacturing and processing,Product Design and Technology (portfolio required),LM076,,,,,,,,8,University of Limerick,#,,,,,,,,,,,LM
814,Engineering and engineering trades,Aeronautical Engineering,LM077,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
815,Manufacturing and processing,Construction Management and Engineering,LM082,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
816,Personal services,Sport and Exercise Sciences,LM089,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
817,Education,Physical Education with concurrent Teacher Education,LM090,,*,,,,*,,8,University of Limerick,,,,,,,,,,,,LM
818,Education,Languages with concurrent Teacher Education,LM091,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
819,Education,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM092,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
820,Biological and related sciences,Equine Science,LM093,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
821,Education,Materials and Architectural Technology with concurrent Teacher Education,LM094,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
822,Education,Materials and Engineering Technology with concurrent Teacher Education,LM095,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
823,Education,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM096,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
824,Mathematics and statistics,Mathematics and Computer Science with concurrent Teacher Education,LM097,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
825,Architecture and construction,Architecture (portfolio requirement suspended),LM099,,,,,,,,8,University of Limerick,#,,,,,,,,,,,LM
826,Health,Physiotherapy,LM100,,*,,,,*,,8,University of Limerick,,,,,,,,,,,,LM
827,Health,Medicine  - Graduate Entry (GAMSAT required),LM101,,*,,,,*,,8,University of Limerick,#,,,,,,,,,,,LM
828,Social and behavioural sciences,Psychology,LM102,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
829,Health,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),LM103,,,,,,,,8,University of Limerick,#,,,,,,,,,,,LM
830,Physical sciences,Chemical and Biochemical Engineering,LM115,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
831,Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM116,,*,,,,*,,8,University of Limerick,,,,,,,,,,,,LM
832,Engineering and engineering trades,Electronic and Computer Engineering,LM118,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
833,Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM121,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
834,Information and Communication Technologies (ICTs),Creative Media and Interaction Design (Digital Design/Music Media Tech),LM122,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
835,Biological and related sciences,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),LM123,,*,,,,*,,8,University of Limerick,,,,,,,,,,,,LM
836,Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM124,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
837,Physical sciences,Physics (Applied Physics or Mathematics & Physics),LM125,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
838,Health,General Nursing,LM150,,*,,,,*,,8,University of Limerick,,,,,,,,,,,,LM
839,Health,Mental Health Nursing,LM152,,*,,,,*,,8,University of Limerick,,,,,,,,,,,,LM
840,Health,Intellectual Disability Nursing,LM154,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
841,Health,Midwifery,LM156,,,,,,,,8,University of Limerick,,,,,,,,,,,,LM
842,Biological and related sciences,Equine Science,LM180,,,,,,,,6,University of Limerick,,,,,,,,,,,,LM
843,Business and administration,Business - Common Entry,LY107,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
844,Business and administration,Business - Accounting,LY108,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
845,Business and administration,Business,LY118,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
846,Personal services,Sports Studies,LY206,,,,,,,,6,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
847,Law,Law with Criminal Justice,LY207,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
848,Law,Law,LY208,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
849,Personal services,Sports and Exercise - Common Entry,LY228,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
850,Personal services,Culinary Arts,LY317,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
851,Personal services,Hospitality And Tourism - Common Entry,LY327,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
852,Arts,Design - Common Entry,LY408,,,,,,,,8,Letterkenny Institute of Technology,#,,,,,,,,,,,LY
853,Arts,Digital Film and Video,LY427,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
854,Arts,Animation,LY437,,,,,,,,7,Letterkenny Institute of Technology,#,avp,,,,,,,,,,LY
855,Arts,Fashion with Promotion,LY447,,,,,,,,7,Letterkenny Institute of Technology,#,avp,,,,,,,,,,LY
856,Arts,Graphic and Digital Design,LY457,,,,,,,,7,Letterkenny Institute of Technology,#,avp,v,,,,,,,,,LY
857,Architecture and construction,Quantity Surveying,LY507,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
858,Architecture and construction,Fire Safety Engineering,LY508,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
859,Architecture and construction,Quantity Surveying,LY518,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
860,Architecture and construction,Civil Engineering,LY527,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
861,Architecture and construction,Construction Management,LY528,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
862,Engineering and engineering trades,Electronic Engineering,LY607,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
863,Engineering and engineering trades,Mechanical Engineering,LY608,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
864,Engineering and engineering trades,Mechanical Engineering,LY617,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
865,Engineering and engineering trades,Electronic Engineering,LY618,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
866,Information and Communication Technologies (ICTs),Computer Games Development,LY707,,,,,,,,7,Letterkenny Institute of Technology,,,,,,,,,,,,LY
867,Information and Communication Technologies (ICTs),Applied Computing,LY708,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
868,Information and Communication Technologies (ICTs),Computing,LY717,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
869,Information and Communication Technologies (ICTs),Computer Security and Digital Forensics,LY737,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
870,Information and Communication Technologies (ICTs),Computer Science,LY748,,,,,,,,8,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
871,Health,Pharmacy Technician,LY806,,,,,,,,6,Letterkenny Institute of Technology,,,,,,,,,,,,LY
872,Health,Dental Nursing,LY816,,,,,,,,6,Letterkenny Institute of Technology,,,,,,,,,,,,LY
873,Biological and related sciences,Bioscience,LY817,,,,,,,,7,Letterkenny Institute of Technology,,,,,,,,,,,,LY
874,Biological and related sciences,Science - Common Entry,LY818,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
875,Health,Health Science with Physiotherapy Studies,LY826,,,,,,,,6,Letterkenny Institute of Technology,,,,,,,,,,,,LY
876,Agriculture,Agriculture - Common Entry,LY828,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
877,Health,Health Science with Occupational Therapy Studies,LY836,,,,,,,,6,Letterkenny Institute of Technology,,,,,,,,,,,,LY
878,Biological and related sciences,Food Science and Nutrition,LY837,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
879,Health,Health Science with Dietetics Studies,LY846,,,,,,,,6,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
880,Veterinary,Veterinary Nursing,LY847,,*,,,,,,7,Letterkenny Institute of Technology,,,,,,,,,,,,LY
881,Biological and related sciences,Pharmaceutical & Medicinal Science,LY867,,,,,,,,7,Letterkenny Institute of Technology,,avp,,,,,,,,,,LY
882,Agriculture,Agriculture,LY877,,,,,,,,7,Letterkenny Institute of Technology,,,,,,,,,,,,LY
883,Welfare,"Early Childhood Care, Health and Education",LY906,,,,,,,,6,Letterkenny Institute of Technology,,,,,,,,,,,,LY
884,Health,General Nursing,LY908,,*,,,,*,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
885,Health,Health and Social Care,LY916,,,,,,,,6,Letterkenny Institute of Technology,,,,,,,,,,,,LY
886,Health,Psychiatric Nursing,LY918,,*,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
887,Health,Intellectual Disability Nursing,LY928,,*,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
888,Welfare,"Early Childhood Care, Health and Education",LY968,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
889,Health,Health & Social Care - Common Entry,LY978,,,,,,,,8,Letterkenny Institute of Technology,,,,,,,,,,,,LY
890,Education,Education - Primary Teaching (Froebel),MH001,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
891,Education,Education - Primary Teaching - Gaeltacht Applicants (Froebel),MH002,,,,,,,,8,Maynooth University,#,,,,,,,,,,,MH
892,Humanities (except languages),Arts,MH101,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
893,Arts,Music,MH103,,,,,,,,8,Maynooth University,#,,,,,,,,,,,MH
894,Social and behavioural sciences,Psychology - 3 years,MH106,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
895,Social and behavioural sciences,Social Science,MH107,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
896,Arts,Media Studies,MH109,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
897,Welfare,Community and Youth Work (Full-Time),MH116,,,,,,,,8,Maynooth University,#,,,,,,,,,,,MH
898,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,MH201,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
899,Biological and related sciences,Biotechnology,MH202,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
900,Biological and related sciences,Biological and Geographical Sciences,MH203,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
901,Physical sciences,Physics with Astrophysics,MH204,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
902,Mathematics and statistics,Theoretical Physics and Mathematics,MH206,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
903,Information and Communication Technologies (ICTs),Data Science,MH207,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
904,Biological and related sciences,Biological and Biomedical Sciences,MH208,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
905,Social and behavioural sciences,Psychology (through Science) - 4 years,MH209,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
906,Physical sciences,Pharmaceutical and Biomedical Chemistry,MH210,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
907,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science or Maths & Computer Science or Maths & Applied Maths (with Ed),MH212,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
908,Engineering and engineering trades,Engineering (Computer/Electronic/Communications),MH304,,,,,,,,8,Maynooth University,,avp,,,,,,,,,,MH
909,Engineering and engineering trades,Product Design,MH305,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
910,Engineering and engineering trades,Robotics and Intelligent Devices,MH306,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
911,Business and administration,Finance (options),MH401,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
912,Business and administration,Quantitative Finance,MH402,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
913,Business and administration,Accounting and Finance,MH403,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
914,Business and administration,Business (options),MH404,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
915,Business and administration,Equine Business,MH405,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
916,Business and administration,Business and Accounting,MH407,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
917,Business and administration,Entrepreneurship,MH411,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
