,Course Code,Course,EOS,Mid,Level,hei_code
1323,SG338,Civil Engineering,226.0,345.0,6 or 7,SG
1324,SG339,Quantity Surveying,188.0,300.0,6 or 7,SG
1325,SG401,Science,175.0,339.0,6 or 7,SG
1326,SG403,Applied Archaeology,297.0,328.0,6 or 7,SG
1327,SG406,Health and Exercise Science,397.0,456.0,6 or 7,SG
1328,SG431,Pharmaceutical Science with Drug Development,262.0,378.0,6 or 7,SG
1329,SG432,Environmental Protection,279.0,362.0,6 or 7,SG
1330,SG433,Occupational Safety and Health,224.0,339.0,6 or 7,SG
1331,SG434,Human Nutrition,288.0,409.0,6 or 7,SG
1332,SG435,Health Science and Physiology,288.0,413.0,6 or 7,SG
1333,SG436,Biomedical Science,268.0,444.0,6 or 7,SG
1334,SG437,Forensic Investigation and Analysis,237.0,348.0,6 or 7,SG
1335,SG438,Applied Archaeology,279.0,333.0,6 or 7,SG
1336,SG535,Business Administration,186.0,291.0,6 or 7,SG
1337,SG536,Business,183.0,338.0,6 or 7,SG
1338,SG537,Marketing and Sales,121.0,270.0,6 or 7,SG
1339,TL620,Culinary Arts,128.0,234.0,6 or 7,TL
1340,TL651,Science (Biological and Environmental Studies),207.0,357.0,6 or 7,TL
1341,TL652,Pharmacy Technician,250.0,367.0,6 or 7,TL
1342,TL710,Computing with Software Development,209.0,327.0,6 or 7,TL
1343,TL711,Computing with Games Development,202.0,321.0,6 or 7,TL
1344,TL712,Computing with Digital Media,243.0,352.0,6 or 7,TL
1345,TL715,Computing (Degree Award options),214.0,377.0,6 or 7,TL
1346,TL716,Computer Systems and Networking,309.0,309.0,6 or 7,TL
1347,TL719,Culinary Arts,321.0,368.0,6 or 7,TL
1348,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),207.0,373.0,6 or 7,TL
1349,TL742,Construction Management,,,6 or 7,TL
1350,TL744,Agricultural Engineering,228.0,324.0,6 or 7,TL
1351,TL745,Civil and Environmental Engineering,208.0,364.0,6 or 7,TL
1352,TL746,Engineering in Mechatronics Engineering,,,6 or 7,TL
1353,TL747,Engineering in Mechanical and Manufacturing Engineering,,,6 or 7,TL
1354,TL748,Agricultural Science,271.0,397.0,6 or 7,TL
1355,TL755,Pharmaceutical Science (Degree Award options),259.0,399.0,6 or 7,TL
1356,TL758,Animal Bioscience,250.0,356.0,6 or 7,TL
1357,TL771,Health and Leisure (Degree Award Options),215.0,387.0,6 or 7,TL
1358,TL772,Health and Leisure with Massage,216.0,405.0,6 or 7,TL
1359,TL773,Coaching and Sports Performance,120.0,329.0,6 or 7,TL
1360,TL780,Early Childhood Care and Education,201.0,360.0,6 or 7,TL
1361,TL781,Social Care,215.0,318.0,6 or 7,TL
1362,WD003,Business,136.0,292.0,6 or 7,WD
1363,WD010,Electronic Engineering,224.0,378.0,6 or 7,WD
1364,WD011,Mechanical Engineering,200.0,301.0,6 or 7,WD
1365,WD013,Legal Studies,170.0,307.0,6 or 7,WD
1366,WD018,Applied Social Care,180.0,297.0,6 or 7,WD
1367,WD019,Recreation and Sport Management,181.0,282.0,6 or 7,WD
1368,WD076,Forestry,181.0,331.0,6 or 7,WD
1369,WD094,Architectural Technology,201.0,350.0,6 or 7,WD
1370,WD096,Horticulture (Waterford - Kildalton),260.0,371.0,6 or 7,WD
1371,WD097,Horticulture (Dublin - National Botanic Gardens),209.0,356.0,6 or 7,WD
1372,WD126,Agriculture,356.0,424.0,6 or 7,WD
1373,WD139,Civil Engineering,200.0,364.0,6 or 7,WD
1374,WD151,Software Systems Development,180.0,344.0,6 or 7,WD
1375,WD153,Multimedia Applications Development,170.0,309.0,6 or 7,WD
1376,WD155,Information Technology,121.0,280.0,6 or 7,WD
1377,WD159,Business,200.0,357.0,6 or 7,WD
1378,WD164,Food Science with Business,222.0,382.0,6 or 7,WD
1379,WD172,Culinary Arts,142.0,269.0,6 or 7,WD
1380,WD173,Hospitality Studies,182.0,278.0,6 or 7,WD
1381,WD174,Tourism,134.0,282.0,6 or 7,WD
1382,WD175,Pharmaceutical Science,207.0,367.0,6 or 7,WD
1383,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm",213.0,413.0,6 or 7,WD
1384,WD182,Electrical Engineering,188.0,315.0,6 or 7,WD
1385,WD184,Retail Management,190.0,298.0,6 or 7,WD
1386,WD188,Applied Health Care,206.0,339.0,6 or 7,WD
1387,WD205,Molecular Biology with Biopharmaceutical Science,208.0,441.0,6 or 7,WD
1388,WD206,Electronic Engineering,191.0,322.0,6 or 7,WD
1389,WD207,Mechanical Engineering,179.0,330.0,6 or 7,WD
1390,WD208,Manufacturing Engineering,195.0,330.0,6 or 7,WD
