,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
825,Arts,Theatre and Film Practice,DK770,,,,,,,,7,Dundalk Institute of Technology,,avp,,DK
826,Arts,Musical Theatre (audition),DK771,,,,,,,,7,Dundalk Institute of Technology,#,,,DK
827,Biological and related sciences,Science - Bioscience,DK781,,,,,,,,7,Dundalk Institute of Technology,,,,DK
828,Biological and related sciences,Science - Pharmaceutical Science,DK783,,,,,,,,7,Dundalk Institute of Technology,,,,DK
829,Veterinary,Veterinary Nursing,DK784,,,,,,,,7,Dundalk Institute of Technology,,,,DK
830,Business and administration,Accounting and Finance,DK810,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
831,Business and administration,Business Studies,DK816,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
832,Information and Communication Technologies (ICTs),Computing in Games Development,DK820,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
833,Information and Communication Technologies (ICTs),Computing in Software Development,DK821,,,,,,,,8,Dundalk Institute of Technology,,,,DK
834,Information and Communication Technologies (ICTs),Augmented and Virtual Reality,DK822,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
835,Architecture and construction,Building Surveying,DK830,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
836,Architecture and construction,Architectural Technology,DK831,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
837,Architecture and construction,Construction Management,DK832,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
838,Engineering and engineering trades,Engineering (Common Entry),DK843,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
839,Engineering and engineering trades,Mechanical Engineering,DK844,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
840,Engineering and engineering trades,Electrical and Electronic Engineering,DK845,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
841,Architecture and construction,Civil Engineering,DK846,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
842,Personal services,International Tourism Management,DK850,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
843,Social and behavioural sciences,Arts,DK861,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
844,Welfare,Social Care,DK862,,,,,,,,8,Dundalk Institute of Technology,,,,DK
845,Arts,Creative Media,DK863,,,,,,,,8,Dundalk Institute of Technology,,,,DK
846,Arts,Film and Television Production,DK864,,,,,,,,8,Dundalk Institute of Technology,,,,DK
847,Arts,Audio and Music Production,DK865,,,,,,,,8,Dundalk Institute of Technology,,,,DK
848,Health,General Nursing,DK870,,*,,*,,,,8,Dundalk Institute of Technology,,,,DK
849,Health,Intellectual Disability Nursing,DK872,,,,,,,,8,Dundalk Institute of Technology,,,,DK
850,Health,Mental Health Nursing,DK874,,,,,,,,8,Dundalk Institute of Technology,,,,DK
851,Welfare,Early Childhood Studies,DK876,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
852,Health,Midwifery,DK877,,,,,,,,8,Dundalk Institute of Technology,,,,DK
853,Health,Health and Physical Activity,DK880,,,,,,,,8,Dundalk Institute of Technology,,avp,,DK
854,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agriculture (Award options),DK882,,,,,,,,8,Dundalk Institute of Technology,,,,DK
855,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (Award options),DK883,,,,,,,,8,Dundalk Institute of Technology,,,,DK
856,Agriculture,Sustainable Agriculture,DK884,,,,,,,,8,Dundalk Institute of Technology,,,,DK
857,Manufacturing and processing,Agri-Food Production,DK885,,,,,,,,8,Dundalk Institute of Technology,,,,DK
858,Manufacturing and processing,Biopharmaceutical Science,DK886,,,,,,,,8,Dundalk Institute of Technology,,,,DK
859,Environment,Environmental Science,DK887,,,,,,,,8,Dundalk Institute of Technology,,,,DK
860,Business and administration,Business (Level 6),GA160,,,,,,,,6,Galway-Mayo Institute of Technology,,avp,,GA
861,Business and administration,Business (Level 7),GA170,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
862,Information and Communication Technologies (ICTs),Business Information Systems,GA171,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
863,Agriculture,Rural Enterprise and Agri-Business,GA172,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
864,Business and administration,Marketing and Sales,GA174,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
865,Business and administration,Finance,GA175,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
866,Business and administration,Business with Entrepreneurship,GA176,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
867,Business and administration,Accounting,GA181,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
868,Business and administration,Business,GA182,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
869,Information and Communication Technologies (ICTs),Business Information Systems,GA183,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
870,Business and administration,Marketing and Sales,GA184,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
871,Business and administration,Finance and Economics,GA185,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
872,Business and administration,Business with Entrepreneurship,GA186,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
873,Agriculture,Rural Enterprise and Agri-Business,GA187,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
874,Social and behavioural sciences,Heritage Studies,GA272,,,,,,,,7,Galway-Mayo Institute of Technology,,avp,,GA
875,Arts,Contemporary Art (portfolio),GA273,,,,,,,,7,Galway-Mayo Institute of Technology,#,,,GA
876,Arts,Design,GA274,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
877,Arts,Film and Documentary,GA281,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
878,Social and behavioural sciences,Heritage Studies,GA282,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
879,Arts,Contemporary Art (portfolio),GA283,,,,,,,,8,Galway-Mayo Institute of Technology,#,,,GA
880,Arts,Design,GA284,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
881,Education,"Education (Art, Design and Graphics)",GA285,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
882,Personal services,Business in Tourism,GA360,,,,,,,,6,Galway-Mayo Institute of Technology,,avp,,GA
883,Personal services,Culinary Arts,GA361,,,,,,,,6,Galway-Mayo Institute of Technology,,,,GA
884,Personal services,Hotel and Hospitality Operations,GA362,,,,,,,,6,Galway-Mayo Institute of Technology,,avp,,GA
885,Social and behavioural sciences,Heritage Studies,GA364,,,,,,,,6,Galway-Mayo Institute of Technology,,avp,,GA
886,Personal services,Hotel and Catering Management,GA370,,,,,,,,7,Galway-Mayo Institute of Technology,,avp,,GA
887,Personal services,Event Management with Public Relations,GA376,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
888,Personal services,International Tourism Management,GA377,,,,,,,,7,Galway-Mayo Institute of Technology,,avp,,GA
889,Manufacturing and processing,Culinary and Gastronomic Science,GA378,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
890,Personal services,International Hotel Management,GA380,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
891,Personal services,International Tourism Management,GA381,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
892,Manufacturing and processing,Culinary and Gastronomic Science,GA382,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
893,Personal services,Event Management with Public Relations,GA384,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
894,Architecture and construction,Construction Management,GA470,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
895,Architecture and construction,Quantity Surveying and Construction Economics,GA471,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
896,Architecture and construction,Architectural Technology,GA472,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
897,Architecture and construction,Civil Engineering,GA473,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
898,Architecture and construction,Construction Management,GA480,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
899,Architecture and construction,Quantity Surveying and Construction Economics,GA482,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
900,Architecture and construction,Architectural Technology,GA483,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
901,Architecture and construction,Civil Engineering,GA484,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
902,Engineering and engineering trades,Software and Electronic Engineering,GA570,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
903,Engineering and engineering trades,Software and Electronic Engineering,GA580,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
904,Engineering and engineering trades,Mechanical Engineering,GA670,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
905,Engineering and engineering trades,Energy Engineering,GA673,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
906,Engineering and engineering trades,Biomedical Engineering,GA674,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
907,Engineering and engineering trades,Agricultural Engineering,GA675,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
908,Engineering and engineering trades,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),GA676,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
909,Manufacturing and processing,Manufacturing Engineering Design,GA677,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
910,Engineering and engineering trades,Mechanical Engineering,GA680,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
911,Engineering and engineering trades,Energy Engineering,GA681,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
912,Engineering and engineering trades,Biomedical Engineering,GA682,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
913,Engineering and engineering trades,Agricultural Engineering,GA683,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
914,Engineering and engineering trades,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,GA684,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
915,Manufacturing and processing,Manufacturing Engineering Design,GA685,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
916,Biological and related sciences,Applied Freshwater and Marine Biology,GA770,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
917,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA771,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
918,Environment,Chemical and Pharmaceutical Science,GA772,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
919,Physical sciences,Physics and Instrumentation,GA773,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
920,Biological and related sciences,Science (Undenominated),GA774,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
921,Information and Communication Technologies (ICTs),Computing in Software Development,GA775,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
922,Information and Communication Technologies (ICTs),Computing and Digital Media,GA776,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
923,Agriculture,Agriculture and Environmental Management,GA777,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
924,Biological and related sciences,Applied Freshwater and Marine Biology,GA780,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
925,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
926,Environment,Chemical and Pharmaceutical Science,GA782,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
927,Physical sciences,Physics and Instrumentation,GA783,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
928,Biological and related sciences,Science (Undenominated),GA784,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
929,Health,Medical Science,GA785,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
930,Physical sciences,Forensic Science and Analysis,GA786,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
931,Information and Communication Technologies (ICTs),Computing in Software Development,GA787,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
932,Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
933,Agriculture,Agriculture and Environmental Management,GA789,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
934,Personal services,Sport and Exercise Science,GA790,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
935,Biological and related sciences,Public Health Nutrition,GA791,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
936,Humanities (except languages),History and Geography,GA862,,,,,,,,6,Galway-Mayo Institute of Technology,,avp,,GA
937,Education,Early Childhood Education and Care,GA864,,,,,,,,6,Galway-Mayo Institute of Technology,,avp,,GA
938,Personal services,Outdoor Education and Leisure,GA870,,,,,,,,7,Galway-Mayo Institute of Technology,,avp,,GA
939,Education,Early Childhood Education and Care,GA871,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
940,Social and behavioural sciences,Culture and Environment,GA872,,,,,,,,7,Galway-Mayo Institute of Technology,,avp,,GA
941,Welfare,Community Development and Youth Work (Level 7),GA876,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
942,Welfare,Applied Social Care,GA879,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
943,Health,General Nursing,GA880,,*,,,,*,,8,Galway-Mayo Institute of Technology,,,,GA
944,Health,Psychiatric Nursing,GA882,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
945,Personal services,Outdoor Education,GA885,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
946,Humanities (except languages),History and Geography,GA887,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
947,Welfare,Applied Social Care,GA889,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
948,Education,Early Childhood Education and Care,GA890,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
949,Environment,Geography and Outdoor Education,GA891,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
950,Welfare,Community Development and Youth Work (Level 8),GA892,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
951,Arts,Furniture Design and Manufacture,GA970,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
952,Arts,Furniture Making and Architectural Woodworking,GA971,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
953,Arts,Furniture and Digital Manufacturing,GA973,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
954,Arts,"Furniture Design, Making and Technology - Common Entry",GA974,,,,,,,,7,Galway-Mayo Institute of Technology,,,,GA
955,Education,Education (Design Graphics and Construction),GA980,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
956,Arts,Furniture Design and Manufacture,GA981,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
957,Arts,Furniture Making and Architectural Woodworking,GA982,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
958,Arts,Furniture and Digital Manufacturing,GA983,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
959,Arts,"Furniture Design, Making and Technology - Common Entry",GA984,,,,,,,,8,Galway-Mayo Institute of Technology,,,,GA
960,Arts,Arts (Joint-Honours),GY101,,,,,,,,8,"National University of Ireland, Galway",,,,GY
961,Social and behavioural sciences,BSc (Psychology),GY104,,,,,,,,8,"National University of Ireland, Galway",,,,GY
962,Humanities (except languages),Arts (History),GY105,,,,,,,,8,"National University of Ireland, Galway",,,,GY
963,Education,Arts (Mathematics and Education),GY109,,,,,,,,8,"National University of Ireland, Galway",,,,GY
964,Social and behavioural sciences,Arts (Children and Youth Studies - options),GY110,,,,,,,,8,"National University of Ireland, Galway",,,,GY
965,Arts,Arts (English and Creative Writing),GY111,,,,,,,,8,"National University of Ireland, Galway",,,,GY
966,Social and behavioural sciences,Arts with Human Rights,GY113,,,,,,,,8,"National University of Ireland, Galway",,,,GY
967,Arts,Arts with Performing Arts Studies,GY115,,,,,,,,8,"National University of Ireland, Galway",,,,GY
968,Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,,,,,,,,8,"National University of Ireland, Galway",,,,GY
969,Journalism and information,Arts (Journalism),GY119,,,,,,,,8,"National University of Ireland, Galway",,,,GY
970,Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,,,,,,,,8,"National University of Ireland, Galway",,,,GY
971,Social and behavioural sciences,Applied Social Sciences,GY123,,,,,,,,8,"National University of Ireland, Galway",,,,GY
972,Arts,Arts (Digital Arts and Technology),GY125,,,,,,,,8,"National University of Ireland, Galway",,,,GY
973,Arts,Arts (Film and Digital Media),GY127,,,,,,,,8,"National University of Ireland, Galway",,,,GY
974,Languages,Arts (Global Languages),GY128,,,,,,,,8,"National University of Ireland, Galway",,,,GY
975,Arts,Arts (Global Experience),GY129,,,,,,,,8,"National University of Ireland, Galway",,,,GY
976,Arts,Arts (Music),GY130,,,,,,,,8,"National University of Ireland, Galway",,,,GY
977,Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,,,,,,,,8,"National University of Ireland, Galway",,,,GY
978,Education,Education (Computer Science and Mathematical Studies),GY133,,,,,,,,8,"National University of Ireland, Galway",,,,GY
979,Physical sciences,Geography and Geosystems,GY134,,,,,,,,8,"National University of Ireland, Galway",,,,GY
980,Arts,Arts (Global Media),GY135,,,,,,,,8,"National University of Ireland, Galway",,,,GY
981,Languages,Na Dána (Léann Teanga - options),GY136,,,,,,,,8,"National University of Ireland, Galway",,,,GY
982,Business and administration,Commerce,GY201,,,,,,,,8,"National University of Ireland, Galway",,,,GY
983,Business and administration,Commerce (International) with French,GY202,,,,,,,,8,"National University of Ireland, Galway",,,,GY
984,Business and administration,Commerce (International) with German,GY203,,,,,,,,8,"National University of Ireland, Galway",,,,GY
985,Business and administration,Commerce (International) with Spanish,GY204,,,,,,,,8,"National University of Ireland, Galway",,,,GY
986,Business and administration,Business Information Systems (Work Placement and Optional Int`l Study),GY206,,,,,,,,8,"National University of Ireland, Galway",,,,GY
987,Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,,,,,,,,8,"National University of Ireland, Galway",,,,GY
988,Business and administration,Commerce (Gaeilge),GY208,,,,,,,,8,"National University of Ireland, Galway",,,,GY
989,Business and administration,Commerce (Global Experience),GY209,,,,,,,,8,"National University of Ireland, Galway",,,,GY
990,Law,Law and Business,GY250,,,,,,,,8,"National University of Ireland, Galway",,,,GY
991,Law,Law (BCL),GY251,,,,,,,,8,"National University of Ireland, Galway",,,,GY
992,Law,Law (BCL) and Human Rights,GY252,,,,,,,,8,"National University of Ireland, Galway",,,,GY
993,Law,Law and Taxation,GY253,,,,,,,,8,"National University of Ireland, Galway",,,,GY
994,Law,"Law (BCL), Criminology and Criminal Justice",GY254,,,,,,,,8,"National University of Ireland, Galway",,,,GY
995,Business and administration,Business Studies in International Hotel Management (interview),GY261,,,,,,,,8,"National University of Ireland, Galway",#,,,GY
996,Business and administration,Commerce in International Hotel Management (interview),GY262,,,,,,,,8,"National University of Ireland, Galway",#,,,GY
997,Biological and related sciences,Science,GY301,,,,,,,,8,"National University of Ireland, Galway",,,,GY
998,Biological and related sciences,Biomedical Science,GY303,,,,,,,,8,"National University of Ireland, Galway",,,,GY
999,Engineering and engineering trades,Biotechnology,GY304,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1000,Environment,Environmental Science,GY308,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1001,Mathematics and statistics,Financial Mathematics and Economics,GY309,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1002,Physical sciences,Marine Science,GY310,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1003,Hygiene and occupational health services,Environmental Health and Safety,GY313,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1004,Physical sciences,Earth and Ocean Sciences,GY314,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1005,Biological and related sciences,Biopharmaceutical Chemistry,GY318,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1006,Mathematics and statistics,Mathematical Science,GY319,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1007,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1008,Biological and related sciences,Genetics and Genomics,GY321,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1009,Agriculture,Agricultural Sciences,GY322,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1010,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1011,Engineering and engineering trades,Engineering (Undenominated),GY401,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1012,Architecture and construction,Civil Engineering,GY402,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1013,Engineering and engineering trades,Mechanical Engineering,GY405,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1014,Engineering and engineering trades,Electronic and Computer Engineering,GY406,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1015,Engineering and engineering trades,Biomedical Engineering,GY408,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1016,Architecture and construction,Project and Construction Management,GY410,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1017,Engineering and engineering trades,Energy Systems Engineering,GY413,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1018,Engineering and engineering trades,Electrical and Electronic Engineering,GY414,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1019,Health,"Medicine (five year/six year course, HPAT required)",GY501,,*,,*,,*,,8,"National University of Ireland, Galway",#,,,GY
1020,Health,Occupational Therapy,GY502,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1021,Health,Speech and Language Therapy,GY503,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1022,Health,Podiatric Medicine,GY504,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1023,Health,General Nursing (Galway and Portiuncula),GY515,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1024,Health,Mental Health Nursing,GY516,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1025,Health,Midwifery,GY517,,,,,,,,8,"National University of Ireland, Galway",,,,GY
1026,Business and administration,Business,GB001,,,,,,,,7,Galway Business School,,avp,,GB
1027,Business and administration,Business - Common Entry,LY107,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1028,Business and administration,Business - Accounting,LY108,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1029,Business and administration,Business,LY118,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1030,Business and administration,Marketing with Online Technologies,LY128,,,,,,,,8,Letterkenny Institute of Technology,,avp,,LY
1031,Personal services,Sports Studies,LY206,,,,,,,,6,Letterkenny Institute of Technology,,avp,,LY
1032,Law,Law with Criminal Justice,LY207,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1033,Law,Law,LY208,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1034,Personal services,Sports and Exercise - Common Entry,LY228,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1035,Personal services,Culinary Arts,LY317,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1036,Personal services,Hospitality And Tourism - Common Entry,LY327,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1037,Arts,Design - Common Entry,LY408,,,,,,,,8,Letterkenny Institute of Technology,#,,,LY
1038,Arts,Digital Film and Video,LY427,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1039,Arts,Animation,LY437,,,,,,,,7,Letterkenny Institute of Technology,#,avp,,LY
1040,Arts,Fashion with Promotion,LY447,,,,,,,,7,Letterkenny Institute of Technology,#,avp,,LY
1041,Arts,Graphic and Digital Design,LY457,,,,,,,,7,Letterkenny Institute of Technology,#,avp,,LY
1042,Architecture and construction,Quantity Surveying,LY507,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1043,Architecture and construction,Fire Safety Engineering,LY508,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1044,Architecture and construction,Quantity Surveying,LY518,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1045,Architecture and construction,Civil Engineering,LY527,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1046,Architecture and construction,Construction Management,LY528,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1047,Architecture and construction,Architectural Technology,LY538,,,,,,,,8,Letterkenny Institute of Technology,,avp,,LY
1048,Engineering and engineering trades,Electric Vehicle Engineering,LY606,,,,,,,,6,Letterkenny Institute of Technology,,avp,,LY
1049,Engineering and engineering trades,Electronic Engineering,LY607,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1050,Engineering and engineering trades,Mechanical Engineering,LY608,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1051,Engineering and engineering trades,Mechanical Engineering,LY617,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1052,Engineering and engineering trades,Electronic Engineering,LY618,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1053,Information and Communication Technologies (ICTs),Computer Games Development,LY707,,,,,,,,7,Letterkenny Institute of Technology,,,,LY
1054,Information and Communication Technologies (ICTs),Applied Computing,LY708,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1055,Information and Communication Technologies (ICTs),Computing,LY717,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1056,Information and Communication Technologies (ICTs),Computer Security and Digital Forensics,LY737,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1057,Information and Communication Technologies (ICTs),Computer Science,LY748,,,,,,,,8,Letterkenny Institute of Technology,,avp,,LY
1058,Health,Pharmacy Technician,LY806,,,,,,,,6,Letterkenny Institute of Technology,,avp,,LY
1059,Health,Dental Nursing,LY816,,,,,,,,6,Letterkenny Institute of Technology,,,,LY
1060,Biological and related sciences,Bioscience,LY817,,,,,,,,7,Letterkenny Institute of Technology,,,,LY
1061,Biological and related sciences,Science - Common Entry,LY818,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1062,Health,Health Science with Physiotherapy Studies,LY826,,,,,,,,6,Letterkenny Institute of Technology,,,,LY
1063,Agriculture,Agriculture - Common Entry,LY828,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1064,Health,Health Science with Occupational Therapy Studies,LY836,,,,,,,,6,Letterkenny Institute of Technology,,,,LY
1065,Biological and related sciences,Food Science and Nutrition,LY837,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1066,Health,Health Science with Dietetics Studies,LY846,,,,,,,,6,Letterkenny Institute of Technology,,avp,,LY
1067,Veterinary,Veterinary Nursing,LY847,,*,,,,,,7,Letterkenny Institute of Technology,,,,LY
1068,Biological and related sciences,Pharmaceutical and Medicinal Science,LY867,,,,,,,,7,Letterkenny Institute of Technology,,avp,,LY
1069,Agriculture,Agriculture,LY877,,,,,,,,7,Letterkenny Institute of Technology,,,,LY
1070,Welfare,"Early Childhood Care, Health and Education",LY906,,,,,,,,6,Letterkenny Institute of Technology,,,,LY
1071,Health,General Nursing,LY908,,*,,,,*,,8,Letterkenny Institute of Technology,,,,LY
1072,Health,Health and Social Care,LY916,,,,,,,,6,Letterkenny Institute of Technology,,,,LY
1073,Health,Psychiatric Nursing,LY918,,*,,,,,,8,Letterkenny Institute of Technology,,,,LY
1074,Health,Intellectual Disability Nursing,LY928,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1075,Welfare,"Early Childhood Care, Health and Education",LY968,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1076,Health,Health and Social Care - Common Entry,LY978,,,,,,,,8,Letterkenny Institute of Technology,,,,LY
1077,Arts,Contemporary and Applied Theatre Studies,MI001,,,,,,,,8,Mary Immaculate College,,,,MI
1078,Arts,Arts,MI002,,,,,,,,8,Mary Immaculate College,,,,MI
1079,Education,Education - Primary Teaching - International,MI004,,,,,,,,8,Mary Immaculate College,,,,MI
1080,Education,Education - Primary Teaching,MI005,,,,,,,,8,Mary Immaculate College,,,,MI
