,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
1321,Health,Health and Exercise Science,SG406,396.0,,,,396.0,,520.0,6,"Institute of Technology, Sligo",,,,SG
1322,Physical sciences,Pharmaceutical Science with Drug Development,SG431,287.0,,,,287.0,,419.0,7,"Institute of Technology, Sligo",,,,SG
1323,Hygiene and occupational health services,Occupational Safety and Health,SG433,243.0,,,,243.0,,367.0,7,"Institute of Technology, Sligo",,,,SG
1324,Health,Human Nutrition,SG434,299.0,,,,299.0,,456.0,7,"Institute of Technology, Sligo",,,,SG
1325,Health,Health Science and Physiology,SG435,296.0,,,,296.0,,456.0,7,"Institute of Technology, Sligo",,,,SG
1326,Health,Biomedical Science,SG436,260.0,,,,260.0,,509.0,7,"Institute of Technology, Sligo",,,,SG
1327,Biological and related sciences,Forensic Investigation and Analysis,SG437,252.0,,,,252.0,,413.0,7,"Institute of Technology, Sligo",,,,SG
1328,Environment,Environmental Science with Ecology (Level 7),SG439,253.0,,,,253.0,,433.0,7,"Institute of Technology, Sligo",,,,SG
1329,Hygiene and occupational health services,Occupational Safety and Health,SG442,307.0,,,,307.0,,360.0,8,"Institute of Technology, Sligo",,,,SG
1330,Health,Human Nutrition,SG443,376.0,,,,376.0,,440.0,8,"Institute of Technology, Sligo",,,,SG
1331,Biological and related sciences,Science Undenominated,SG444,358.0,,,,358.0,,430.0,8,"Institute of Technology, Sligo",,,,SG
1332,Physical sciences,Pharmaceutical Science with Drug Development,SG445,357.0,,,,357.0,,401.0,8,"Institute of Technology, Sligo",,,,SG
1333,Health,Health Science and Physical Activity,SG447,326.0,,,,326.0,,389.0,8,"Institute of Technology, Sligo",,,,SG
1334,Biological and related sciences,Forensic Investigation and Analysis,SG448,308.0,,,,308.0,,376.0,8,"Institute of Technology, Sligo",,,,SG
1335,Health,Medical Biotechnology,SG449,315.0,,,,315.0,,403.0,8,"Institute of Technology, Sligo",,,,SG
1336,Environment,Environmental Science with Ecology (Level 8),SG450,310.0,,,,310.0,,430.0,8,"Institute of Technology, Sligo",,,,SG
1337,Health,Health and Medical Information Science (Online),SG530,387.0,,,,387.0,,531.0,7,"Institute of Technology, Sligo",,,,SG
1338,Business and administration,Business Administration,SG535,241.0,,,,241.0,,320.0,7,"Institute of Technology, Sligo",,,,SG
1339,Business and administration,Business,SG536,233.0,,,,233.0,,411.0,7,"Institute of Technology, Sligo",,,,SG
1340,Environment,Science - Biological and Environmental Studies,TL651,215.0,,,,215.0,,371.0,6,"Institute of Technology, Tralee",,,,TL
1341,Health,Science - Pharmacy Technician,TL652,222.0,,,,222.0,,368.0,6,"Institute of Technology, Tralee",,,,TL
1342,Arts,"Animation, Visual Effects and Motion Design (Level 7, portfolio)",TL701,,,,,,,0.0,7,"Institute of Technology, Tralee",#,,,TL
1343,Arts,"TV, Radio and New Media (Level 7)",TL702,222.0,,,,222.0,,430.0,7,"Institute of Technology, Tralee",,,,TL
1344,Information and Communication Technologies (ICTs),Computing with Software Development,TL710,297.0,,,,297.0,,399.0,7,"Institute of Technology, Tralee",,,,TL
1345,Information and Communication Technologies (ICTs),Computing with Games Development,TL711,238.0,,,,238.0,,341.0,7,"Institute of Technology, Tralee",,,,TL
1346,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,261.0,,,,261.0,,402.0,7,"Institute of Technology, Tralee",,,,TL
1347,Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,227.0,,,,227.0,,307.0,7,"Institute of Technology, Tralee",,,,TL
1348,Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,232.0,,,,232.0,,419.0,7,"Institute of Technology, Tralee",,,,TL
1349,Architecture and construction,Construction Management,TL742,,,,,,,0.0,7,"Institute of Technology, Tralee",,,,TL
1350,Agriculture,Agricultural Engineering,TL744,220.0,,,,220.0,,378.0,7,"Institute of Technology, Tralee",,,,TL
1351,Architecture and construction,Civil Engineering,TL745,243.0,,243.0,,234.0,,388.0,7,"Institute of Technology, Tralee",,avp,,TL
1352,Engineering and engineering trades,Mechanical and Automation Engineering,TL747,254.0,,,,254.0,,362.0,7,"Institute of Technology, Tralee",,,,TL
1353,Biological and related sciences,Agricultural Science,TL748,233.0,,,,233.0,,399.0,7,"Institute of Technology, Tralee",,,,TL
1354,Health,Pharmaceutical Science (Degree Award options),TL755,228.0,,,,228.0,,454.0,7,"Institute of Technology, Tralee",,,,TL
1355,Veterinary,Animal Bioscience,TL758,234.0,,,,234.0,,409.0,7,"Institute of Technology, Tralee",,,,TL
1356,Personal services,Health and Leisure (Degree Award Options),TL771,211.0,,,,211.0,,410.0,7,"Institute of Technology, Tralee",,,,TL
1357,Personal services,Health and Leisure with Massage,TL772,236.0,,,,236.0,,409.0,7,"Institute of Technology, Tralee",,,,TL
1358,Personal services,Coaching and Sports Performance,TL773,207.0,,,,207.0,,331.0,7,"Institute of Technology, Tralee",,,,TL
1359,Personal services,Inclusive Sport and Physical Activity,TL774,121.0,,121.0,,121.0,,378.0,7,"Institute of Technology, Tralee",,avp,,TL
1360,Welfare,Early Childhood Care and Education,TL780,100.0,,100.0,,100.0,,367.0,7,"Institute of Technology, Tralee",,avp,,TL
1361,Welfare,Social Care,TL781,261.0,,,,261.0,,357.0,7,"Institute of Technology, Tralee",,,,TL
1362,Arts,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",TL801,718.0,,,,718.0,,823.0,8,"Institute of Technology, Tralee",#,,,TL
1363,Arts,"TV, Radio and New Media (Level 8)",TL802,322.0,,,,322.0,,413.0,8,"Institute of Technology, Tralee",,,,TL
1364,Information and Communication Technologies (ICTs),Computing with Software Development,TL810,308.0,,,,308.0,,399.0,8,"Institute of Technology, Tralee",,,,TL
1365,Information and Communication Technologies (ICTs),Computing with Games Development,TL811,322.0,,,,322.0,,342.0,8,"Institute of Technology, Tralee",,,,TL
1366,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,307.0,,,,307.0,,453.0,8,"Institute of Technology, Tralee",,,,TL
1367,Personal services,Event Management (3 year programme),TL823,293.0,,,,293.0,,369.0,8,"Institute of Technology, Tralee",,,,TL
1368,Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,306.0,,,,306.0,,408.0,8,"Institute of Technology, Tralee",,,,TL
1369,Architecture and construction,Construction Management,TL842,,,,,,,0.0,8,"Institute of Technology, Tralee",,,,TL
1370,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,301.0,,,,301.0,,392.0,8,"Institute of Technology, Tralee",,,,TL
1371,Architecture and construction,Civil Engineering,TL845,361.0,,,,361.0,,395.0,8,"Institute of Technology, Tralee",,,,TL
1372,Manufacturing and processing,Manufacturing Engineering,TL847,305.0,,,,305.0,,338.0,8,"Institute of Technology, Tralee",,,,TL
1373,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,307.0,,,,307.0,,367.0,8,"Institute of Technology, Tralee",,,,TL
1374,Environment,Wildlife Biology (Degree Award options),TL851,309.0,,,,309.0,,400.0,8,"Institute of Technology, Tralee",,,,TL
1375,Health,Pharmaceutical Science (Degree Award options),TL855,316.0,,,,316.0,,419.0,8,"Institute of Technology, Tralee",,,,TL
1376,Veterinary,Veterinary Bioscience,TL858,317.0,,,,317.0,,402.0,8,"Institute of Technology, Tralee",,,,TL
1377,Personal services,Health and Leisure (Degree Award options),TL871,303.0,,,,303.0,,389.0,8,"Institute of Technology, Tralee",,,,TL
1378,Personal services,Health and Leisure with Massage,TL872,314.0,,,,314.0,,381.0,8,"Institute of Technology, Tralee",,,,TL
1379,Personal services,Coaching and Sports Performance,TL873,308.0,,,,308.0,,371.0,8,"Institute of Technology, Tralee",,,,TL
1380,Personal services,Inclusive Sport and Physical Activity,TL874,341.0,,,,341.0,,476.0,8,"Institute of Technology, Tralee",,,,TL
1381,Welfare,Early Childhood Care and Education,TL880,309.0,,,,309.0,,369.0,8,"Institute of Technology, Tralee",,,,TL
1382,Welfare,Social Care,TL881,301.0,,,,301.0,,377.0,8,"Institute of Technology, Tralee",,,,TL
1383,Welfare,Counselling with Addiction - Mature applicants only,TL889,,,,,,,0.0,8,"Institute of Technology, Tralee",#,,,TL
1384,Health,General Nursing and Mature Applicants,TL890,463.0,,,,463.0,,484.0,8,"Institute of Technology, Tralee",,,,TL
1385,Health,Mental Health Nursing and Mature Applicants,TL891,440.0,,419.0,,412.0,*,430.0,8,"Institute of Technology, Tralee",,,,TL
1386,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,270.0,,261.0,,261.0,,423.0,8,Waterford Institute of Technology,,avp,,WD
1387,Biological and related sciences,Science (options),WD002,279.0,,,,279.0,,388.0,8,Waterford Institute of Technology,,,,WD
1388,Business and administration,Business,WD003,,,,,,,367.0,6,Waterford Institute of Technology,,avp,,WD
1389,Health,Health Sciences (options),WD005,271.0,,,,271.0,,368.0,8,Waterford Institute of Technology,,,,WD
1390,Personal services,Exercise Sciences (options),WD006,270.0,,,,270.0,,357.0,8,Waterford Institute of Technology,,,,WD
1391,Engineering and engineering trades,Engineering (options),WD007,270.0,,270.0,,270.0,,432.0,8,Waterford Institute of Technology,,avp,,WD
1392,Engineering and engineering trades,Electronic Engineering,WD010,419.0,,,,419.0,,531.0,6,Waterford Institute of Technology,,,,WD
1393,Engineering and engineering trades,Mechanical Engineering,WD011,170.0,,,,170.0,,338.0,6,Waterford Institute of Technology,,,,WD
1394,Law,Legal Studies,WD013,,,206.0,,,,376.0,6,Waterford Institute of Technology,,avp,v,WD
1395,Welfare,Applied Social Care,WD018,181.0,,,,181.0,,326.0,7,Waterford Institute of Technology,,,,WD
1396,Personal services,Recreation and Sport Management,WD019,,,,,,,304.0,7,Waterford Institute of Technology,,avp,,WD
1397,Architecture and construction,Construction Management and Engineering,WD025,262.0,,,,262.0,,357.0,8,Waterford Institute of Technology,,,,WD
1398,Arts,Music,WD027,321.0,,,,321.0,,437.0,8,Waterford Institute of Technology,#,,,WD
1399,Business and administration,Business (options),WD048,279.0,,,,279.0,,387.0,8,Waterford Institute of Technology,,,,WD
1400,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,216.0,,,,216.0,,370.0,7,Waterford Institute of Technology,,,,WD
1401,Business and administration,Accounting,WD084,308.0,,,,308.0,,476.0,8,Waterford Institute of Technology,,,,WD
1402,Personal services,Hospitality Management,WD091,225.0,,,,225.0,,337.0,8,Waterford Institute of Technology,,,,WD
1403,Architecture and construction,Architectural Technology,WD094,176.0,,,,176.0,,391.0,7,Waterford Institute of Technology,,,,WD
1404,Agriculture,Horticulture (Waterford - Kildalton),WD096,226.0,,,,226.0,,371.0,7,Waterford Institute of Technology,,,,WD
1405,Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,223.0,,,,223.0,,434.0,7,Waterford Institute of Technology,,,,WD
1406,Health,General Nursing,WD116,446.0,,,,446.0,,473.0,8,Waterford Institute of Technology,,,,WD
1407,Health,Psychiatric Nursing,WD117,415.0,,,,415.0,,430.0,8,Waterford Institute of Technology,,,,WD
1408,Health,Intellectual Disability Nursing,WD120,390.0,,,,390.0,,404.0,8,Waterford Institute of Technology,,,,WD
1409,Agriculture,Agriculture,WD126,328.0,,,,328.0,,441.0,7,Waterford Institute of Technology,,,,WD
1410,Business and administration,International Business,WD134,267.0,,,,267.0,,368.0,8,Waterford Institute of Technology,,,,WD
1411,Arts,Design (Visual Communications),WD137,252.0,,,,252.0,,360.0,8,Waterford Institute of Technology,,,,WD
1412,Law,Laws,WD140,280.0,,,,280.0,,394.0,8,Waterford Institute of Technology,,,,WD
1413,Architecture and construction,Architecture,WD144,309.0,,,,309.0,,401.0,8,Waterford Institute of Technology,,,,WD
1414,Physical sciences,Pharmaceutical Science,WD147,288.0,,,,288.0,,402.0,8,Waterford Institute of Technology,,,,WD
1415,Law,Criminal Justice Studies,WD150,280.0,,,,280.0,,359.0,8,Waterford Institute of Technology,,,,WD
1416,Information and Communication Technologies (ICTs),Software Systems Development,WD151,165.0,,,,165.0,,373.0,7,Waterford Institute of Technology,,,,WD
1417,Arts,Visual Art,WD152,243.0,,,,243.0,,359.0,8,Waterford Institute of Technology,,,,WD
1418,Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,195.0,,,,195.0,,356.0,7,Waterford Institute of Technology,,,,WD
1419,Information and Communication Technologies (ICTs),Information Technology,WD155,195.0,,,,195.0,,379.0,7,Waterford Institute of Technology,,,,WD
1420,Business and administration,Business,WD159,191.0,,,,191.0,,409.0,7,Waterford Institute of Technology,,,,WD
1421,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,270.0,,,,270.0,,347.0,8,Waterford Institute of Technology,,,,WD
1422,Architecture and construction,Quantity Surveying,WD162,226.0,,,,226.0,,337.0,8,Waterford Institute of Technology,,,,WD
1423,Social and behavioural sciences,Psychology,WD163,456.0,,,,456.0,,487.0,8,Waterford Institute of Technology,,,,WD
1424,Biological and related sciences,Food Science with Business,WD164,328.0,,,,328.0,,453.0,7,Waterford Institute of Technology,,,,WD
1425,Personal services,Culinary Arts,WD172,,,,,,,329.0,6,Waterford Institute of Technology,,avp,,WD
1426,Personal services,Hospitality Studies,WD173,158.0,,,,158.0,,320.0,6,Waterford Institute of Technology,,,,WD
1427,Personal services,Tourism,WD174,,,,,,,320.0,6,Waterford Institute of Technology,,,,WD
1428,Physical sciences,Pharmaceutical Science,WD175,224.0,,,,224.0,,409.0,7,Waterford Institute of Technology,,,,WD
1429,Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,205.0,,455.0,,205.0,,453.0,7,Waterford Institute of Technology,,avp,v,WD
1430,Engineering and engineering trades,Electrical Engineering,WD182,,,,,,,363.0,7,Waterford Institute of Technology,,,,WD
1431,Business and administration,Retail Management,WD184,190.0,,,,190.0,,337.0,7,Waterford Institute of Technology,,,,WD
1432,Personal services,Sports Coaching and Performance,WD186,261.0,,,,261.0,,358.0,8,Waterford Institute of Technology,,,,WD
1433,Welfare,Social Science,WD187,276.0,,,,276.0,,367.0,8,Waterford Institute of Technology,,,,WD
1434,Health,Applied Health Care,WD188,220.0,,,,220.0,,402.0,7,Waterford Institute of Technology,,,,WD
1435,Agriculture,Agricultural Science,WD191,377.0,,,,377.0,,434.0,8,Waterford Institute of Technology,,,,WD
1436,Welfare,Social Care Practice,WD192,271.0,,,,271.0,,336.0,8,Waterford Institute of Technology,,,,WD
1437,Business and administration,Marketing and Digital Media,WD193,279.0,,,,279.0,,358.0,8,Waterford Institute of Technology,,,,WD
1438,Personal services,Culinary Arts,WD194,237.0,,,,237.0,,321.0,8,Waterford Institute of Technology,,,,WD
1439,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,279.0,,,,279.0,,367.0,8,Waterford Institute of Technology,,,,WD
1440,Arts,Arts (options),WD200,201.0,,201.0,,201.0,,376.0,8,Waterford Institute of Technology,,avp,,WD
1441,Biological and related sciences,Molecular Biology with Biopharmaceutical Science,WD205,,,262.0,,,,434.0,7,Waterford Institute of Technology,,avp,,WD
1442,Engineering and engineering trades,Electronic Engineering,WD206,180.0,,,,180.0,,367.0,7,Waterford Institute of Technology,,,,WD
1443,Engineering and engineering trades,Mechanical Engineering,WD207,172.0,,,,172.0,,356.0,7,Waterford Institute of Technology,,,,WD
1444,Engineering and engineering trades,Manufacturing Engineering,WD208,317.0,,,,317.0,,368.0,7,Waterford Institute of Technology,,,,WD
1445,Information and Communication Technologies (ICTs),Software Systems Development,WD210,260.0,,,,260.0,,373.0,8,Waterford Institute of Technology,,,,WD
1446,Information and Communication Technologies (ICTs),Creative Computing,WD211,270.0,,,,270.0,,392.0,8,Waterford Institute of Technology,,,,WD
1447,Personal services,Recreation and Sport Management,WD212,262.0,,,,262.0,,304.0,8,Waterford Institute of Technology,,,,WD
1448,Engineering and engineering trades,Mechanical and Manufacturing Engineering,WD230,230.0,,230.0,,230.0,,361.0,8,Waterford Institute of Technology,,avp,,WD
1449,Welfare,Early Childhood Care and Education,WD231,266.0,,,,266.0,,366.0,8,Waterford Institute of Technology,,,,WD
1450,Business and administration,Business Information Systems,WD232,261.0,,261.0,,261.0,,329.0,8,Waterford Institute of Technology,,avp,,WD
