,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
736,Social and behavioural sciences,Political Science/Law,TR582,625.0,*,,,625.0,,625.0,8,Trinity College Dublin,,,,TR
737,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Linguistics",TR587,,,,,,,,8,Trinity College Dublin,,,,TR
738,Arts,Linguistics/Modern Language,TR588,456.0,,,,456.0,,519.0,8,Trinity College Dublin,,,,TR
739,Arts,Linguistics/Philosophy,TR589,520.0,,,,520.0,,553.0,8,Trinity College Dublin,,,,TR
740,Social and behavioural sciences,"Sociology/Middle Eastern,Jewish and Islamic Civilisations",TR592,531.0,,,,531.0,,539.0,8,Trinity College Dublin,,,,TR
741,Arts,Mathematics/Modern Language,TR597,613.0,,,,613.0,,613.0,8,Trinity College Dublin,,,,TR
742,Arts,Mathematics/Music,TR598,625.0,,,,625.0,,625.0,8,Trinity College Dublin,#,,,TR
743,Arts,Mathematics/Philosophy,TR599,625.0,,,,625.0,,625.0,8,Trinity College Dublin,,,,TR
744,Arts,Music/Philosophy,TR629,533.0,,,,533.0,,533.0,8,Trinity College Dublin,#,,,TR
745,Arts,Music/Drama Studies,TR635,532.0,,,,532.0,,532.0,8,Trinity College Dublin,#,,,TR
746,Arts,Music/Modern Language,TR636,530.0,,,,530.0,,555.0,8,Trinity College Dublin,#,,,TR
747,Arts,Music/Religion,TR638,,,,,,,,8,Trinity College Dublin,#,,,TR
748,Arts,Philosophy/Modern Language,TR639,520.0,,,,520.0,,540.0,8,Trinity College Dublin,,,,TR
749,Arts,Philosophy/Sociology,TR662,531.0,,,,531.0,,542.0,8,Trinity College Dublin,,,,TR
750,Arts,Religion/Classical Civilisation,TR663,418.0,,,,418.0,,442.0,8,Trinity College Dublin,,,,TR
751,Arts,Religion/English Literature,TR664,968.0,,,,966.0,,,8,Trinity College Dublin,,,,TR
752,Arts,Religion/History of Art and Architecture,TR665,369.0,,,,369.0,,494.0,8,Trinity College Dublin,,,,TR
753,Arts,Religion/Modern Language,TR666,,,,,,,,8,Trinity College Dublin,,,,TR
754,Arts,French/Modern Language,TR667,466.0,,,,466.0,,508.0,8,Trinity College Dublin,,,,TR
755,Arts,German/Modern Language,TR668,441.0,,,,441.0,,521.0,8,Trinity College Dublin,,,,TR
756,Arts,Irish/Modern Language,TR669,464.0,,,,464.0,,533.0,8,Trinity College Dublin,,,,TR
757,Arts,Italian/Modern Language,TR670,462.0,,,,462.0,,498.0,8,Trinity College Dublin,,,,TR
758,Arts,Russian/Modern Language,TR671,501.0,,,,501.0,,525.0,8,Trinity College Dublin,,,,TR
759,Arts,Spanish/Modern Language,TR672,486.0,,,,486.0,,552.0,8,Trinity College Dublin,,,,TR
760,Arts,Sociology/Modern Language,TR756,522.0,,,,522.0,,545.0,8,Trinity College Dublin,,,,TR
761,Social and behavioural sciences,Modern Language/Social Policy,TR757,555.0,,,,555.0,,566.0,8,Trinity College Dublin,,,,TR
762,Social and behavioural sciences,Social Policy/Political Science,TR758,566.0,,,,566.0,,597.0,8,Trinity College Dublin,,,,TR
763,Social and behavioural sciences,Sociology/Social Policy,TR759,554.0,*,,,554.0,,579.0,8,Trinity College Dublin,,,,TR
764,Health,Dental Nursing,TR801,490.0,,485.0,,433.0,,498.0,7,Trinity College Dublin,,,,TR
765,Health,Dental Hygiene,TR802,577.0,,565.0,,565.0,,613.0,7,Trinity College Dublin,#,,,TR
766,Health,Dental Technology,TR803,543.0,,498.0,*,434.0,,509.0,7,Trinity College Dublin,#,,,TR
767,Health,Children`s and General Nursing (Integrated),TR911,531.0,*,,,529.0,*,544.0,8,Trinity College Dublin,,,,TR
768,Health,Midwifery,TR913,521.0,,,,520.0,,543.0,8,Trinity College Dublin,,,,TR
769,Architecture and construction,Architecture,DN100,555.0,,,,553.0,,577.0,8,University College Dublin (NUI),,,,DN
770,Architecture and construction,Landscape Architecture,DN120,463.0,,435.0,,430.0,,484.0,8,University College Dublin (NUI),,,,DN
771,Architecture and construction,City Planning and Environmental Policy,DN130,445.0,,424.0,,420.0,,474.0,8,University College Dublin (NUI),,,,DN
772,Engineering and engineering trades,Engineering (Common Entry),DN150,565.0,*,,,556.0,*,601.0,8,University College Dublin (NUI),,,,DN
773,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (options),DN200,577.0,,567.0,,566.0,,589.0,8,University College Dublin (NUI),,,,DN
774,Information and Communication Technologies (ICTs),Computer Science (Common Entry),DN201,554.0,,549.0,,542.0,,558.0,8,University College Dublin (NUI),,,,DN
775,Mathematics and statistics,Actuarial and Financial Studies,DN230,613.0,*,613.0,*,613.0,,625.0,8,University College Dublin (NUI),,,,DN
776,Environment,Sustainability,DN240,510.0,,,,506.0,,532.0,8,University College Dublin (NUI),,,,DN
777,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science (options),DN250,454.0,,444.0,,440.0,,489.0,8,University College Dublin (NUI),,,,DN
778,Agriculture,Food Science,DN261,531.0,,,,522.0,,544.0,8,University College Dublin (NUI),,,,DN
779,Health,Human Nutrition,DN262,566.0,,,,566.0,,577.0,8,University College Dublin (NUI),,,,DN
780,Veterinary,Veterinary Medicine - Undergraduate Entry,DN300,601.0,*,,,601.0,*,613.0,8,University College Dublin (NUI),#,,,DN
781,Veterinary,Veterinary Medicine - Graduate Entry (GAMSAT required),DN301,,,,,,,,8,University College Dublin (NUI),#,,,DN
782,Veterinary,Veterinary Nursing,DN310,521.0,,509.0,,486.0,,522.0,8,University College Dublin (NUI),,,,DN
783,Health,Medicine - Undergraduate Entry (HPAT required),DN400,743.0,*,,,743.0,*,751.0,8,University College Dublin (NUI),#,,,DN
784,Health,Medicine - Graduate Entry (GAMSAT required),DN401,61.0,*,,,61.0,*,63.0,8,University College Dublin (NUI),#,,,DN
785,Health,Radiography,DN410,566.0,*,566.0,*,565.0,*,578.0,8,University College Dublin (NUI),,,,DN
786,Health,Radiography - Graduate Entry,DN411,,,,,,,,8,University College Dublin (NUI),,,,DN
787,Health,Physiotherapy,DN420,601.0,*,601.0,*,601.0,*,613.0,8,University College Dublin (NUI),,,,DN
788,Health,Health and Performance Science,DN425,544.0,,543.0,,541.0,,555.0,8,University College Dublin (NUI),,,,DN
789,Business and administration,Sport and Exercise Management,DN430,484.0,,476.0,,473.0,,499.0,8,University College Dublin (NUI),,,,DN
790,Biological and related sciences,"Biomedical, Health and Life Sciences",DN440,613.0,*,613.0,*,613.0,*,618.0,8,University College Dublin (NUI),,,,DN
791,Health,General Nursing,DN450,462.0,*,,,462.0,*,490.0,8,University College Dublin (NUI),,,,DN
792,Health,Children`s and General Nursing (Integrated),DN451,533.0,,,,532.0,,554.0,8,University College Dublin (NUI),,,,DN
793,Health,Midwifery,DN452,510.0,,509.0,*,507.0,,511.0,8,University College Dublin (NUI),,,,DN
794,Health,Mental Health Nursing,DN453,442.0,,,,441.0,*,451.0,8,University College Dublin (NUI),,,,DN
795,Arts,Joint Honours (options),DN520,381.0,,378.0,,356.0,,445.0,8,University College Dublin (NUI),,,,DN
796,Humanities (except languages),Humanities (options),DN530,397.0,,388.0,,359.0,,465.0,8,University College Dublin (NUI),,,,DN
797,Languages,Modern Languages (options),DN541,320.0,,,,320.0,,423.0,8,University College Dublin (NUI),,,,DN
798,Law,Law (options),DN600,576.0,,567.0,*,566.0,,588.0,8,University College Dublin (NUI),,,,DN
799,Business and administration,Business and Law,DN610,573.0,,567.0,,566.0,,589.0,8,University College Dublin (NUI),,,,DN
800,Business and administration,Commerce,DN650,555.0,,,,554.0,*,567.0,8,University College Dublin (NUI),,,,DN
801,Business and administration,Commerce International (options),DN660,555.0,,554.0,*,554.0,,567.0,8,University College Dublin (NUI),,,,DN
802,Business and administration,Economics and Finance,DN670,625.0,*,625.0,,625.0,,625.0,8,University College Dublin (NUI),,,,DN
803,Social and behavioural sciences,Social Sciences (options),DN700,475.0,,474.0,,463.0,,509.0,8,University College Dublin (NUI),,,,DN
804,Social and behavioural sciences,Economics,DN710,534.0,,532.0,*,522.0,,544.0,8,University College Dublin (NUI),,,,DN
805,Social and behavioural sciences,Psychology,DN720,566.0,,564.0,,555.0,,577.0,8,University College Dublin (NUI),,,,DN
806,Social and behavioural sciences,Social Policy and Sociology,DN750,421.0,,,,408.0,,441.0,8,University College Dublin (NUI),,,,DN
807,Business and administration,Business and Management,DK710,120.0,,120.0,,120.0,,409.0,7,Dundalk Institute of Technology,,avp,,DK
808,Business and administration,Business and Technology,DK711,140.0,,140.0,,140.0,,395.0,7,Dundalk Institute of Technology,,avp,,DK
809,Business and administration,Digital Marketing and Public Relations,DK712,206.0,,195.0,,190.0,,397.0,7,Dundalk Institute of Technology,,avp,,DK
810,Information and Communication Technologies (ICTs),Computing,DK721,120.0,,120.0,,120.0,,368.0,7,Dundalk Institute of Technology,,avp,,DK
811,Information and Communication Technologies (ICTs),Augmented and Virtual Reality,DK722,207.0,,207.0,,179.0,,331.0,7,Dundalk Institute of Technology,,avp,,DK
812,Architecture and construction,Building Surveying,DK730,243.0,,204.0,,204.0,,399.0,7,Dundalk Institute of Technology,,,,DK
813,Architecture and construction,Architectural Technology,DK731,253.0,,210.0,,210.0,,414.0,7,Dundalk Institute of Technology,,,,DK
814,Architecture and construction,Construction Management,DK732,243.0,,229.0,,229.0,,368.0,7,Dundalk Institute of Technology,,,,DK
815,Engineering and engineering trades,Engineering - Electrical and Electronic Systems,DK740,163.0,,163.0,,163.0,,329.0,7,Dundalk Institute of Technology,,avp,,DK
816,Engineering and engineering trades,Engineering - Mechanical Engineering,DK742,166.0,,166.0,,166.0,,344.0,7,Dundalk Institute of Technology,,avp,,DK
817,Architecture and construction,Engineering - Civil Engineering,DK744,165.0,,165.0,,165.0,,399.0,7,Dundalk Institute of Technology,,avp,,DK
818,Personal services,Hospitality Management,DK750,223.0,,157.0,,157.0,,347.0,7,Dundalk Institute of Technology,,avp,,DK
819,Personal services,Event Management,DK752,224.0,,211.0,,211.0,,369.0,7,Dundalk Institute of Technology,,avp,,DK
820,Personal services,Culinary Arts,DK753,192.0,,192.0,,192.0,,356.0,7,Dundalk Institute of Technology,,avp,,DK
821,Personal services,"Sport, Exercise and Enterprise",DK763,205.0,,165.0,,165.0,,350.0,7,Dundalk Institute of Technology,,avp,,DK
822,Welfare,Community Youth Work (interview),DK767,240.0,,240.0,,240.0,,320.0,7,Dundalk Institute of Technology,#,avp,,DK
823,Arts,Audio and Music Production,DK768,329.0,,285.0,,280.0,,408.0,7,Dundalk Institute of Technology,,,,DK
824,Arts,Creative Media,DK769,265.0,,209.0,,179.0,,420.0,7,Dundalk Institute of Technology,,,,DK
825,Arts,Theatre and Film Practice,DK770,140.0,,140.0,,140.0,,410.0,7,Dundalk Institute of Technology,,avp,,DK
826,Arts,Musical Theatre (audition),DK771,,,,,,,0.0,7,Dundalk Institute of Technology,#,,,DK
827,Biological and related sciences,Science - Bioscience,DK781,376.0,,,,341.0,,485.0,7,Dundalk Institute of Technology,,,,DK
828,Biological and related sciences,Science - Pharmaceutical Science,DK783,346.0,,,,346.0,,409.0,7,Dundalk Institute of Technology,,,,DK
829,Veterinary,Veterinary Nursing,DK784,451.0,,430.0,,399.0,,462.0,7,Dundalk Institute of Technology,,,,DK
830,Business and administration,Accounting and Finance,DK810,307.0,,307.0,,307.0,,399.0,8,Dundalk Institute of Technology,,avp,,DK
831,Business and administration,Business Studies,DK816,301.0,,301.0,,301.0,,382.0,8,Dundalk Institute of Technology,,avp,,DK
832,Information and Communication Technologies (ICTs),Computing in Games Development,DK820,309.0,,309.0,,309.0,,381.0,8,Dundalk Institute of Technology,,avp,,DK
833,Information and Communication Technologies (ICTs),Computing in Software Development,DK821,320.0,,316.0,,307.0,,379.0,8,Dundalk Institute of Technology,,,,DK
834,Information and Communication Technologies (ICTs),Augmented and Virtual Reality,DK822,320.0,,320.0,,307.0,,340.0,8,Dundalk Institute of Technology,,avp,,DK
835,Architecture and construction,Building Surveying,DK830,305.0,,,,305.0,,378.0,8,Dundalk Institute of Technology,,avp,,DK
836,Architecture and construction,Architectural Technology,DK831,368.0,,314.0,,314.0,,377.0,8,Dundalk Institute of Technology,,avp,,DK
837,Architecture and construction,Construction Management,DK832,358.0,,305.0,,305.0,,362.0,8,Dundalk Institute of Technology,,avp,,DK
838,Engineering and engineering trades,Engineering (Common Entry),DK843,404.0,,391.0,,391.0,,466.0,8,Dundalk Institute of Technology,,avp,,DK
839,Engineering and engineering trades,Mechanical Engineering,DK844,336.0,,336.0,,336.0,,435.0,8,Dundalk Institute of Technology,,avp,,DK
840,Engineering and engineering trades,Electrical and Electronic Engineering,DK845,331.0,,331.0,,331.0,,434.0,8,Dundalk Institute of Technology,,avp,,DK
841,Architecture and construction,Civil Engineering,DK846,371.0,,371.0,,371.0,,465.0,8,Dundalk Institute of Technology,,avp,,DK
842,Personal services,International Tourism Management,DK850,303.0,,303.0,,303.0,,417.0,8,Dundalk Institute of Technology,,avp,,DK
843,Social and behavioural sciences,Arts,DK861,302.0,,302.0,,300.0,,347.0,8,Dundalk Institute of Technology,,avp,,DK
844,Welfare,Social Care,DK862,322.0,,319.0,,301.0,,348.0,8,Dundalk Institute of Technology,,,,DK
845,Arts,Creative Media,DK863,336.0,,320.0,,309.0,,432.0,8,Dundalk Institute of Technology,,,,DK
846,Arts,Film and Television Production,DK864,308.0,,,,308.0,,399.0,8,Dundalk Institute of Technology,,,,DK
847,Arts,Audio and Music Production,DK865,352.0,,,,308.0,,404.0,8,Dundalk Institute of Technology,,,,DK
848,Health,General Nursing,DK870,440.0,*,440.0,*,433.0,,451.0,8,Dundalk Institute of Technology,,,,DK
849,Health,Intellectual Disability Nursing,DK872,367.0,,366.0,,347.0,,368.0,8,Dundalk Institute of Technology,,,,DK
850,Health,Mental Health Nursing,DK874,398.0,,,,391.0,,414.0,8,Dundalk Institute of Technology,,,,DK
851,Welfare,Early Childhood Studies,DK876,300.0,,300.0,,300.0,,357.0,8,Dundalk Institute of Technology,,avp,,DK
852,Health,Midwifery,DK877,482.0,,477.0,,470.0,,495.0,8,Dundalk Institute of Technology,,,,DK
853,Health,Health and Physical Activity,DK880,301.0,,301.0,,300.0,,397.0,8,Dundalk Institute of Technology,,avp,,DK
854,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agriculture (Award options),DK882,342.0,,,,342.0,,402.0,8,Dundalk Institute of Technology,,,,DK
855,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (Award options),DK883,373.0,,368.0,,302.0,,384.0,8,Dundalk Institute of Technology,,,,DK
856,Agriculture,Sustainable Agriculture,DK884,348.0,,,,348.0,,397.0,8,Dundalk Institute of Technology,,,,DK
857,Manufacturing and processing,Agri-Food Production,DK885,,,,,,,0.0,8,Dundalk Institute of Technology,,,,DK
858,Manufacturing and processing,Biopharmaceutical Science,DK886,379.0,,,,347.0,,388.0,8,Dundalk Institute of Technology,,,,DK
859,Environment,Environmental Science,DK887,377.0,,,,377.0,,440.0,8,Dundalk Institute of Technology,,,,DK
860,Business and administration,Business (Level 6),GA160,168.0,,168.0,,168.0,,298.0,6,Galway-Mayo Institute of Technology,,avp,,GA
861,Business and administration,Business (Level 7),GA170,252.0,,,,252.0,,454.0,7,Galway-Mayo Institute of Technology,,,,GA
862,Information and Communication Technologies (ICTs),Business Information Systems,GA171,253.0,,,,253.0,,402.0,7,Galway-Mayo Institute of Technology,,,,GA
863,Agriculture,Rural Enterprise and Agri-Business,GA172,278.0,,,,278.0,,388.0,7,Galway-Mayo Institute of Technology,,,,GA
864,Business and administration,Marketing and Sales,GA174,278.0,,,,278.0,,397.0,7,Galway-Mayo Institute of Technology,,,,GA
865,Business and administration,Finance,GA175,318.0,,,,318.0,,499.0,7,Galway-Mayo Institute of Technology,,,,GA
866,Business and administration,Business with Entrepreneurship,GA176,278.0,,,,278.0,,442.0,7,Galway-Mayo Institute of Technology,,,,GA
867,Business and administration,Accounting,GA181,303.0,,,,303.0,,400.0,8,Galway-Mayo Institute of Technology,,,,GA
868,Business and administration,Business,GA182,285.0,,,,285.0,,369.0,8,Galway-Mayo Institute of Technology,,,,GA
869,Information and Communication Technologies (ICTs),Business Information Systems,GA183,298.0,,,,298.0,,358.0,8,Galway-Mayo Institute of Technology,,,,GA
870,Business and administration,Marketing and Sales,GA184,300.0,,,,300.0,,368.0,8,Galway-Mayo Institute of Technology,,,,GA
871,Business and administration,Finance and Economics,GA185,318.0,,,,318.0,,378.0,8,Galway-Mayo Institute of Technology,,,,GA
872,Business and administration,Business with Entrepreneurship,GA186,287.0,,,,287.0,,346.0,8,Galway-Mayo Institute of Technology,,,,GA
873,Agriculture,Rural Enterprise and Agri-Business,GA187,291.0,,,,291.0,,358.0,8,Galway-Mayo Institute of Technology,,,,GA
874,Social and behavioural sciences,Heritage Studies,GA272,174.0,,174.0,,174.0,,368.0,7,Galway-Mayo Institute of Technology,,avp,,GA
875,Arts,Contemporary Art (portfolio),GA273,775.0,,,,775.0,,900.0,7,Galway-Mayo Institute of Technology,#,,,GA
876,Arts,Design,GA274,271.0,,,,271.0,,402.0,7,Galway-Mayo Institute of Technology,,,,GA
877,Arts,Film and Documentary,GA281,310.0,,301.0,,301.0,,358.0,8,Galway-Mayo Institute of Technology,,,,GA
878,Social and behavioural sciences,Heritage Studies,GA282,252.0,,,,252.0,,343.0,8,Galway-Mayo Institute of Technology,,,,GA
879,Arts,Contemporary Art (portfolio),GA283,790.0,,,,790.0,,876.0,8,Galway-Mayo Institute of Technology,#,,,GA
880,Arts,Design,GA284,331.0,,,,331.0,,398.0,8,Galway-Mayo Institute of Technology,,,,GA
881,Education,"Education (Art, Design and Graphics)",GA285,406.0,,,,406.0,,442.0,8,Galway-Mayo Institute of Technology,,,,GA
882,Personal services,Business in Tourism,GA360,171.0,,,,171.0,,376.0,6,Galway-Mayo Institute of Technology,,avp,,GA
883,Personal services,Culinary Arts,GA361,181.0,,,,181.0,,388.0,6,Galway-Mayo Institute of Technology,,,,GA
884,Personal services,Hotel and Hospitality Operations,GA362,162.0,,162.0,,162.0,,265.0,6,Galway-Mayo Institute of Technology,,avp,,GA
885,Social and behavioural sciences,Heritage Studies,GA364,252.0,,252.0,,252.0,,451.0,6,Galway-Mayo Institute of Technology,,avp,,GA
886,Personal services,Hotel and Catering Management,GA370,163.0,,163.0,,163.0,,359.0,7,Galway-Mayo Institute of Technology,,avp,,GA
887,Personal services,Event Management with Public Relations,GA376,216.0,,,,216.0,,408.0,7,Galway-Mayo Institute of Technology,,,,GA
888,Personal services,International Tourism Management,GA377,180.0,,180.0,,180.0,,376.0,7,Galway-Mayo Institute of Technology,,avp,,GA
889,Manufacturing and processing,Culinary and Gastronomic Science,GA378,200.0,,160.0,,160.0,,350.0,7,Galway-Mayo Institute of Technology,,,,GA
890,Personal services,International Hotel Management,GA380,218.0,,,,218.0,,320.0,8,Galway-Mayo Institute of Technology,,,,GA
891,Personal services,International Tourism Management,GA381,252.0,,,,252.0,,317.0,8,Galway-Mayo Institute of Technology,,,,GA
892,Manufacturing and processing,Culinary and Gastronomic Science,GA382,235.0,,,,235.0,,375.0,8,Galway-Mayo Institute of Technology,,,,GA
893,Personal services,Event Management with Public Relations,GA384,230.0,,,,230.0,,340.0,8,Galway-Mayo Institute of Technology,,,,GA
894,Architecture and construction,Construction Management,GA470,246.0,,,,246.0,,362.0,7,Galway-Mayo Institute of Technology,,,,GA
895,Architecture and construction,Quantity Surveying and Construction Economics,GA471,234.0,,,,234.0,,392.0,7,Galway-Mayo Institute of Technology,,,,GA
896,Architecture and construction,Architectural Technology,GA472,260.0,,,,260.0,,466.0,7,Galway-Mayo Institute of Technology,,,,GA
897,Architecture and construction,Civil Engineering,GA473,304.0,,,,304.0,,434.0,7,Galway-Mayo Institute of Technology,,,,GA
898,Architecture and construction,Construction Management,GA480,302.0,,,,302.0,,359.0,8,Galway-Mayo Institute of Technology,,,,GA
899,Architecture and construction,Quantity Surveying and Construction Economics,GA482,304.0,,,,304.0,,388.0,8,Galway-Mayo Institute of Technology,,,,GA
900,Architecture and construction,Architectural Technology,GA483,281.0,,273.0,,273.0,,361.0,8,Galway-Mayo Institute of Technology,,,,GA
901,Architecture and construction,Civil Engineering,GA484,377.0,,,,377.0,,421.0,8,Galway-Mayo Institute of Technology,,,,GA
902,Engineering and engineering trades,Software and Electronic Engineering,GA570,225.0,,,,225.0,,400.0,7,Galway-Mayo Institute of Technology,,,,GA
903,Engineering and engineering trades,Software and Electronic Engineering,GA580,300.0,,,,300.0,,388.0,8,Galway-Mayo Institute of Technology,,,,GA
904,Engineering and engineering trades,Mechanical Engineering,GA670,294.0,,,,294.0,,431.0,7,Galway-Mayo Institute of Technology,,,,GA
905,Engineering and engineering trades,Energy Engineering,GA673,279.0,,,,279.0,,359.0,7,Galway-Mayo Institute of Technology,,,,GA
906,Engineering and engineering trades,Biomedical Engineering,GA674,308.0,,,,308.0,,520.0,7,Galway-Mayo Institute of Technology,,,,GA
907,Engineering and engineering trades,Agricultural Engineering,GA675,290.0,,,,290.0,,420.0,7,Galway-Mayo Institute of Technology,,,,GA
908,Engineering and engineering trades,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),GA676,304.0,,,,304.0,,498.0,7,Galway-Mayo Institute of Technology,,,,GA
909,Manufacturing and processing,Manufacturing Engineering Design,GA677,308.0,,,,308.0,,378.0,7,Galway-Mayo Institute of Technology,,,,GA
910,Engineering and engineering trades,Mechanical Engineering,GA680,400.0,,,,400.0,,455.0,8,Galway-Mayo Institute of Technology,,,,GA
911,Engineering and engineering trades,Energy Engineering,GA681,312.0,,,,312.0,,392.0,8,Galway-Mayo Institute of Technology,,,,GA
912,Engineering and engineering trades,Biomedical Engineering,GA682,331.0,,,,331.0,,413.0,8,Galway-Mayo Institute of Technology,,,,GA
913,Engineering and engineering trades,Agricultural Engineering,GA683,304.0,,,,304.0,,390.0,8,Galway-Mayo Institute of Technology,,,,GA
914,Engineering and engineering trades,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,GA684,413.0,,,,413.0,,456.0,8,Galway-Mayo Institute of Technology,,,,GA
915,Manufacturing and processing,Manufacturing Engineering Design,GA685,336.0,,,,336.0,,377.0,8,Galway-Mayo Institute of Technology,,,,GA
916,Biological and related sciences,Applied Freshwater and Marine Biology,GA770,303.0,,,,303.0,,429.0,7,Galway-Mayo Institute of Technology,,,,GA
917,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA771,302.0,,,,302.0,,484.0,7,Galway-Mayo Institute of Technology,,,,GA
918,Environment,Chemical and Pharmaceutical Science,GA772,310.0,,,,310.0,,499.0,7,Galway-Mayo Institute of Technology,,,,GA
919,Physical sciences,Physics and Instrumentation,GA773,302.0,,,,302.0,,465.0,7,Galway-Mayo Institute of Technology,,,,GA
920,Biological and related sciences,Science (Undenominated),GA774,302.0,,,,302.0,,496.0,7,Galway-Mayo Institute of Technology,,,,GA
921,Information and Communication Technologies (ICTs),Computing in Software Development,GA775,280.0,,,,280.0,,391.0,7,Galway-Mayo Institute of Technology,,,,GA
922,Information and Communication Technologies (ICTs),Computing and Digital Media,GA776,244.0,,,,244.0,,352.0,7,Galway-Mayo Institute of Technology,,,,GA
923,Agriculture,Agriculture and Environmental Management,GA777,281.0,,,,281.0,,385.0,7,Galway-Mayo Institute of Technology,,,,GA
924,Biological and related sciences,Applied Freshwater and Marine Biology,GA780,366.0,,,,366.0,,435.0,8,Galway-Mayo Institute of Technology,,,,GA
925,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,381.0,,,,381.0,,442.0,8,Galway-Mayo Institute of Technology,,,,GA
926,Environment,Chemical and Pharmaceutical Science,GA782,356.0,,,,356.0,,398.0,8,Galway-Mayo Institute of Technology,,,,GA
927,Physical sciences,Physics and Instrumentation,GA783,301.0,,,,301.0,,387.0,8,Galway-Mayo Institute of Technology,,,,GA
928,Biological and related sciences,Science (Undenominated),GA784,445.0,,,,445.0,,466.0,8,Galway-Mayo Institute of Technology,,,,GA
929,Health,Medical Science,GA785,517.0,,510.0,,510.0,,532.0,8,Galway-Mayo Institute of Technology,,,,GA
930,Physical sciences,Forensic Science and Analysis,GA786,408.0,,408.0,,408.0,,462.0,8,Galway-Mayo Institute of Technology,,,,GA
931,Information and Communication Technologies (ICTs),Computing in Software Development,GA787,310.0,,,,310.0,,381.0,8,Galway-Mayo Institute of Technology,,,,GA
932,Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,270.0,,,,270.0,,314.0,8,Galway-Mayo Institute of Technology,,,,GA
933,Agriculture,Agriculture and Environmental Management,GA789,340.0,,,,340.0,,392.0,8,Galway-Mayo Institute of Technology,,,,GA
934,Personal services,Sport and Exercise Science,GA790,376.0,,366.0,,366.0,,431.0,8,Galway-Mayo Institute of Technology,,,,GA
935,Biological and related sciences,Public Health Nutrition,GA791,368.0,,,,368.0,,431.0,8,Galway-Mayo Institute of Technology,,,,GA
936,Humanities (except languages),History and Geography,GA862,195.0,,195.0,,195.0,,420.0,6,Galway-Mayo Institute of Technology,,avp,,GA
937,Education,Early Childhood Education and Care,GA864,170.0,,170.0,,170.0,,338.0,6,Galway-Mayo Institute of Technology,,avp,,GA
938,Personal services,Outdoor Education and Leisure,GA870,166.0,,166.0,,166.0,,407.0,7,Galway-Mayo Institute of Technology,,avp,,GA
939,Education,Early Childhood Education and Care,GA871,196.0,,,,171.0,,423.0,7,Galway-Mayo Institute of Technology,,,,GA
940,Social and behavioural sciences,Culture and Environment,GA872,201.0,,,,201.0,,246.0,7,Galway-Mayo Institute of Technology,,avp,,GA
941,Welfare,Community Development and Youth Work (Level 7),GA876,,,,,,,0.0,7,Galway-Mayo Institute of Technology,,,,GA
942,Welfare,Applied Social Care,GA879,241.0,,,,241.0,,387.0,7,Galway-Mayo Institute of Technology,,,,GA
943,Health,General Nursing,GA880,440.0,*,,,440.0,*,455.0,8,Galway-Mayo Institute of Technology,,,,GA
944,Health,Psychiatric Nursing,GA882,369.0,,,,369.0,,398.0,8,Galway-Mayo Institute of Technology,,,,GA
945,Personal services,Outdoor Education,GA885,269.0,,,,269.0,,360.0,8,Galway-Mayo Institute of Technology,,,,GA
946,Humanities (except languages),History and Geography,GA887,201.0,,,,201.0,,288.0,8,Galway-Mayo Institute of Technology,,,,GA
947,Welfare,Applied Social Care,GA889,265.0,,,,265.0,,339.0,8,Galway-Mayo Institute of Technology,,,,GA
948,Education,Early Childhood Education and Care,GA890,281.0,,227.0,,227.0,,336.0,8,Galway-Mayo Institute of Technology,,,,GA
949,Environment,Geography and Outdoor Education,GA891,261.0,,,,261.0,,366.0,8,Galway-Mayo Institute of Technology,,,,GA
950,Welfare,Community Development and Youth Work (Level 8),GA892,,,,,,,0.0,8,Galway-Mayo Institute of Technology,,,,GA
951,Arts,Furniture Design and Manufacture,GA970,302.0,,,,302.0,,360.0,7,Galway-Mayo Institute of Technology,,,,GA
952,Arts,Furniture Making and Architectural Woodworking,GA971,369.0,,,,369.0,,434.0,7,Galway-Mayo Institute of Technology,,,,GA
953,Arts,Furniture and Digital Manufacturing,GA973,,,,,,,0.0,7,Galway-Mayo Institute of Technology,,,,GA
954,Arts,"Furniture Design, Making and Technology - Common Entry",GA974,422.0,,,,422.0,,464.0,7,Galway-Mayo Institute of Technology,,,,GA
955,Education,Education (Design Graphics and Construction),GA980,410.0,,,,410.0,,435.0,8,Galway-Mayo Institute of Technology,,,,GA
956,Arts,Furniture Design and Manufacture,GA981,346.0,,,,346.0,,385.0,8,Galway-Mayo Institute of Technology,,,,GA
